CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12591,317,1,452.84999999999997,1,Loyal Customers
12592,92,2,437.6,0,Premium Customers
12593,109,3,418.09999999999997,0,Premium Customers
12594,38,10,3338.2200000000003,3,Inactive Customers
12596,51,2,618.27,0,Premium Customers
12598,10,8,3023.08,3,Inactive Customers
12599,29,7,1032.58,2,Budget Customers
12600,29,10,2599.04,3,Inactive Customers
12601,190,5,577.0600000000001,1,Loyal Customers
12602,59,1,153.12,0,Premium Customers
12603,22,1,739.1999999999999,0,Premium Customers
12604,79,2,254.18,0,Premium Customers
12607,60,1,1579.51,2,Budget Customers
12609,78,3,1126.85,2,Budget Customers
12610,23,5,2099.54,2,Budget Customers
12611,52,1,1193.32,0,Premium Customers
12612,74,1,704.0400000000001,0,Premium Customers
12613,57,5,3344.38,3,Inactive Customers
12614,278,1,315.6,1,Loyal Customers
12615,2,4,2291.19,2,Budget Customers
12616,95,2,713.3,0,Premium Customers
12617,29,1,355.53,0,Premium Customers
12618,22,1,177.31,0,Premium Customers
12619,16,9,3641.24,3,Inactive Customers
12620,15,3,1339.41,2,Budget Customers
12622,232,1,180.1,1,Loyal Customers
12623,276,1,305.1,1,Loyal Customers
12624,106,2,641.13,0,Premium Customers
12625,212,2,2683.82,2,Budget Customers
12628,4,3,786.46,2,Budget Customers
12630,10,2,1270.88,2,Budget Customers
12631,57,1,640.5,0,Premium Customers
12633,59,4,2163.98,2,Budget Customers
12635,90,2,1689.18,2,Budget Customers
12638,33,1,671.69,0,Premium Customers
12639,239,1,486.1,1,Loyal Customers
12640,24,3,1174.58,2,Budget Customers
12641,115,1,185.9,0,Premium Customers
12642,25,3,1013.26,2,Budget Customers
12643,128,6,3344.64,3,Inactive Customers
12644,130,1,477.91,0,Premium Customers
12645,34,4,1775.18,2,Budget Customers
12646,5,2,1346.97,2,Budget Customers
12648,155,1,318.05,1,Loyal Customers
12649,107,3,623.51,0,Premium Customers
12650,3,1,314.44,0,Premium Customers
12653,149,2,2209.85,2,Budget Customers
12654,11,5,601.98,2,Budget Customers
12657,11,4,1643.18,2,Budget Customers
12658,19,1,686.05,0,Premium Customers
12659,30,1,91.68,0,Premium Customers
12660,11,1,245.1,0,Premium Customers
12665,325,1,63.0,1,Loyal Customers
12667,58,1,620.13,0,Premium Customers
12669,151,3,2744.0299999999997,2,Budget Customers
12670,10,5,2996.05,3,Inactive Customers
12673,5,2,610.52,0,Premium Customers
12674,39,4,1970.6,2,Budget Customers
12676,25,6,1331.39,2,Budget Customers
12679,59,4,1113.02,2,Budget Customers
12680,1,4,862.81,2,Budget Customers
12684,8,7,2283.63,3,Inactive Customers
12685,28,6,2863.08,3,Inactive Customers
12689,26,2,1247.61,2,Budget Customers
12690,206,1,389.01,1,Loyal Customers
12691,28,6,1035.8,2,Budget Customers
12693,127,4,855.91,2,Budget Customers
12694,70,2,869.67,0,Premium Customers
12695,7,4,582.1,2,Budget Customers
12697,29,3,957.59,2,Budget Customers
12701,80,2,797.71,0,Premium Customers
12702,20,1,219.0,0,Premium Customers
12703,71,1,283.55,0,Premium Customers
12704,7,8,2340.84,3,Inactive Customers
12707,292,1,603.42,1,Loyal Customers
12708,30,10,2712.91,3,Inactive Customers
12710,97,3,1149.02,2,Budget Customers
12713,1,1,848.55,0,Premium Customers
12715,106,1,353.86,0,Premium Customers
12716,4,2,1053.49,0,Premium Customers
12717,151,2,1030.98,1,Loyal Customers
12718,71,1,238.25,0,Premium Customers
12719,5,2,644.95,0,Premium Customers
12721,32,6,2656.13,3,Inactive Customers
12722,85,4,997.63,2,Budget Customers
12723,4,5,725.07,2,Budget Customers
12724,5,4,1031.41,2,Budget Customers
12726,28,7,2609.1,3,Inactive Customers
12728,71,4,836.33,2,Budget Customers
12729,114,1,453.01,0,Premium Customers
12732,180,1,236.26000000000002,1,Loyal Customers
12733,234,1,383.95,1,Loyal Customers
12735,315,2,779.5699999999999,1,Loyal Customers
12739,78,2,1013.04,0,Premium Customers
12740,64,1,427.6,0,Premium Customers
12743,134,2,546.43,0,Premium Customers
12750,129,1,275.88,0,Premium Customers
12754,236,3,3010.74,2,Budget Customers
12756,87,1,112.07999999999998,0,Premium Customers
12758,117,2,2791.59,2,Budget Customers
12759,52,3,1531.44,2,Budget Customers
12762,8,2,1898.52,2,Budget Customers
12763,138,2,494.08,0,Premium Customers
12764,317,1,1693.88,1,Loyal Customers
12769,239,1,1143.6,1,Loyal Customers
12770,211,1,1351.45,1,Loyal Customers
12772,60,1,892.47,0,Premium Customers
12775,17,5,1386.04,2,Budget Customers
12778,20,6,822.23,2,Budget Customers
12781,64,2,826.74,0,Premium Customers
12782,5,5,2330.92,3,Inactive Customers
12783,2,6,2225.91,3,Inactive Customers
12784,9,2,574.42,0,Premium Customers
12787,10,3,463.66,0,Premium Customers
12789,65,1,91.85,0,Premium Customers
12790,192,1,324.92,1,Loyal Customers
12792,257,1,400.53999999999996,1,Loyal Customers
12794,53,2,860.41,0,Premium Customers
12795,19,1,430.48,0,Premium Customers
12802,187,1,427.58,1,Loyal Customers
12808,37,3,483.65000000000003,0,Premium Customers
12809,178,1,489.31,1,Loyal Customers
12811,261,3,514.85,1,Loyal Customers
12812,45,1,229.64000000000001,0,Premium Customers
12814,102,1,125.92,0,Premium Customers
12815,148,2,1063.46,1,Loyal Customers
12816,96,2,572.2,0,Premium Customers
12817,281,1,166.04,1,Loyal Customers
12818,262,1,1542.08,1,Loyal Customers
12820,3,4,942.34,2,Budget Customers
12821,214,1,92.72,1,Loyal Customers
12822,71,2,948.88,0,Premium Customers
12823,75,5,1759.5,2,Budget Customers
12824,60,1,397.12,0,Premium Customers
12826,3,7,1474.72,3,Inactive Customers
12827,6,3,430.15000000000003,0,Premium Customers
12828,3,6,1018.71,2,Budget Customers
12831,262,1,215.05,1,Loyal Customers
12832,32,2,383.03,0,Premium Customers
12833,145,1,417.38,1,Loyal Customers
12834,283,1,312.38,1,Loyal Customers
12836,59,4,2612.86,3,Inactive Customers
12837,173,1,134.1,1,Loyal Customers
12838,34,2,683.13,0,Premium Customers
12840,144,4,2726.77,3,Inactive Customers
12842,70,2,1118.99,0,Premium Customers
12843,66,8,1702.26,3,Inactive Customers
12844,29,2,325.96000000000004,0,Premium Customers
12845,267,4,354.09,1,Loyal Customers
12847,22,1,871.54,0,Premium Customers
12849,31,2,1050.8899999999999,0,Premium Customers
12851,97,1,135.18,0,Premium Customers
12852,295,1,311.55,1,Loyal Customers
12853,135,6,1957.1000000000001,3,Inactive Customers
12854,79,3,1324.5,2,Budget Customers
12856,8,6,2179.93,3,Inactive Customers
12857,211,2,1106.4,1,Loyal Customers
12863,52,1,521.2,0,Premium Customers
12864,138,1,147.12,0,Premium Customers
12865,26,2,1568.23,2,Budget Customers
12866,283,1,559.12,1,Loyal Customers
12868,186,6,1607.0600000000002,2,Budget Customers
12871,84,2,380.64,0,Premium Customers
12872,327,2,599.97,1,Loyal Customers
12873,282,1,374.0,1,Loyal Customers
12875,143,2,343.2300000000001,1,Loyal Customers
12876,58,2,2218.02,2,Budget Customers
12878,236,2,854.99,1,Loyal Customers
12879,45,3,573.22,0,Premium Customers
12881,276,1,298.0,1,Loyal Customers
12882,9,2,1463.04,2,Budget Customers
12883,25,4,703.47,2,Budget Customers
12884,88,1,309.05,0,Premium Customers
12885,63,3,1175.22,2,Budget Customers
12886,68,2,1378.4,2,Budget Customers
12888,214,2,354.12,1,Loyal Customers
12890,24,1,380.46999999999997,0,Premium Customers
12891,186,3,331.0,1,Loyal Customers
12893,31,1,188.14,0,Premium Customers
12895,42,2,372.8,0,Premium Customers
12897,205,2,216.5,1,Loyal Customers
12902,265,1,138.68,1,Loyal Customers
12904,18,2,509.58,0,Premium Customers
12906,12,5,2919.81,3,Inactive Customers
12908,176,2,750.0,1,Loyal Customers
12909,40,5,2178.67,3,Inactive Customers
12910,23,8,3075.04,3,Inactive Customers
12912,3,5,1662.3,2,Budget Customers
12913,5,5,2483.63,3,Inactive Customers
12915,149,2,363.65,1,Loyal Customers
12916,139,4,3006.15,3,Inactive Customers
12917,128,1,594.0,0,Premium Customers
12919,8,6,1335.19,2,Budget Customers
12920,17,1,164.23,0,Premium Customers
12922,161,1,405.38,1,Loyal Customers
12923,64,1,176.97,0,Premium Customers
12924,88,4,933.7,2,Budget Customers
12925,5,2,694.05,0,Premium Customers
12928,35,5,2062.7000000000003,2,Budget Customers
12929,312,1,117.85,1,Loyal Customers
12930,78,2,415.8,0,Premium Customers
12933,24,3,607.53,0,Premium Customers
12935,2,7,2160.7,3,Inactive Customers
12936,17,4,1063.9,2,Budget Customers
12937,15,4,1504.27,2,Budget Customers
12938,26,1,114.14,0,Premium Customers
12940,55,2,913.54,0,Premium Customers
12942,131,3,683.9,0,Premium Customers
12944,36,2,604.51,0,Premium Customers
12945,288,1,462.95,1,Loyal Customers
12947,144,6,1603.99,2,Budget Customers
12948,16,7,2064.95,3,Inactive Customers
12950,2,3,1843.0,2,Budget Customers
12951,9,6,1064.07,2,Budget Customers
12952,6,4,1387.79,2,Budget Customers
12953,10,1,329.85,0,Premium Customers
12956,306,1,108.07,1,Loyal Customers
12962,7,2,266.39,0,Premium Customers
12963,8,8,1856.63,3,Inactive Customers
12965,89,1,771.91,0,Premium Customers
12966,10,1,160.18,0,Premium Customers
12968,112,1,135.95,0,Premium Customers
12970,7,4,452.24,2,Budget Customers
12974,198,1,144.8,1,Loyal Customers
12976,212,1,738.6,1,Loyal Customers
12977,156,1,39.239999999999995,1,Loyal Customers
12981,30,2,372.21999999999997,0,Premium Customers
12982,243,1,390.54,1,Loyal Customers
12984,19,1,97.5,0,Premium Customers
12985,1,2,1239.38,2,Budget Customers
12987,74,2,558.7,0,Premium Customers
12988,292,1,535.32,1,Loyal Customers
12990,31,3,409.5,0,Premium Customers
12991,23,2,503.76,0,Premium Customers
12993,23,4,414.76,0,Premium Customers
12994,4,3,974.4200000000001,2,Budget Customers
12995,85,1,211.32,0,Premium Customers
12997,22,4,1226.89,2,Budget Customers
12999,196,3,455.88,1,Loyal Customers
13000,107,3,534.85,0,Premium Customers
13002,318,1,120.94999999999999,1,Loyal Customers
13003,106,3,149.05,0,Premium Customers
13005,174,2,513.7,1,Loyal Customers
13006,56,1,81.57,0,Premium Customers
13008,323,1,229.46999999999997,1,Loyal Customers
13012,9,8,1661.8400000000001,3,Inactive Customers
13014,11,10,3466.2799999999997,3,Inactive Customers
13015,53,5,3346.28,3,Inactive Customers
13016,73,3,789.89,0,Premium Customers
13017,7,1,204.0,0,Premium Customers
13021,4,9,2616.38,3,Inactive Customers
13023,64,2,689.9,0,Premium Customers
13026,1,5,975.36,2,Budget Customers
13028,23,2,661.3199999999999,0,Premium Customers
13029,31,3,1247.5,2,Budget Customers
13030,11,2,799.48,0,Premium Customers
13032,52,2,1010.18,0,Premium Customers
13034,55,2,642.77,0,Premium Customers
13035,74,2,921.88,0,Premium Customers
13037,138,3,881.07,2,Budget Customers
13038,80,3,908.46,2,Budget Customers
13040,9,2,676.99,0,Premium Customers
13043,273,1,516.42,1,Loyal Customers
13044,291,1,560.47,1,Loyal Customers
13045,99,1,305.28000000000003,0,Premium Customers
13046,31,2,629.31,0,Premium Customers
13047,32,10,3237.54,3,Inactive Customers
13048,14,4,1835.91,2,Budget Customers
13049,64,2,656.6800000000001,0,Premium Customers
13052,212,1,348.15000000000003,1,Loyal Customers
13055,78,3,1214.41,2,Budget Customers
13058,25,3,271.40000000000003,0,Premium Customers
13059,250,1,183.4,1,Loyal Customers
13060,254,1,307.53,1,Loyal Customers
13061,72,1,248.61,0,Premium Customers
13062,191,1,346.98,1,Loyal Customers
13064,13,4,1119.49,2,Budget Customers
13066,24,2,470.8,0,Premium Customers
13067,82,1,115.46000000000001,0,Premium Customers
13068,10,2,344.0,0,Premium Customers
13070,192,1,228.8,1,Loyal Customers
13072,267,1,177.15,1,Loyal Customers
13075,130,1,919.61,0,Premium Customers
13077,1,4,729.27,2,Budget Customers
13079,4,5,220.10000000000002,2,Budget Customers
13080,179,1,58.08,1,Loyal Customers
13082,126,9,3613.63,3,Inactive Customers
13083,4,2,303.75,0,Premium Customers
13085,158,2,416.08000000000004,1,Loyal Customers
13091,28,1,345.82,0,Premium Customers
13092,71,5,477.83,2,Budget Customers
13095,71,1,74.39999999999999,0,Premium Customers
13099,99,1,207.35999999999999,0,Premium Customers
13101,234,1,101.19,1,Loyal Customers
13103,40,1,243.94,0,Premium Customers
13104,3,6,1098.48,2,Budget Customers
13106,133,1,76.5,0,Premium Customers
13107,44,4,1531.6200000000001,2,Budget Customers
13109,60,2,786.54,0,Premium Customers
13110,31,7,1488.67,3,Inactive Customers
13115,12,4,2294.78,2,Budget Customers
13116,138,1,501.14,0,Premium Customers
13117,22,8,984.91,3,Inactive Customers
13118,20,5,1197.81,2,Budget Customers
13120,239,1,30.599999999999998,1,Loyal Customers
13121,269,1,283.73,1,Loyal Customers
13122,94,2,922.39,0,Premium Customers
13126,5,8,2099.64,3,Inactive Customers
13127,78,1,259.17,0,Premium Customers
13130,94,1,64.0,0,Premium Customers
13131,23,3,1073.3,2,Budget Customers
13132,262,1,77.3,1,Loyal Customers
13133,274,2,109.8,1,Loyal Customers
13134,86,4,1793.58,2,Budget Customers
13135,197,1,3096.0,2,Budget Customers
13136,56,5,2607.61,3,Inactive Customers
13137,11,8,3650.41,3,Inactive Customers
13138,22,6,962.39,2,Budget Customers
13140,108,3,423.72,0,Premium Customers
13141,85,5,2388.75,3,Inactive Customers
13142,19,1,307.09,0,Premium Customers
13145,40,4,618.52,2,Budget Customers
13146,26,1,228.91,0,Premium Customers
13147,10,4,712.8000000000001,2,Budget Customers
13149,14,4,1676.06,2,Budget Customers
13151,296,1,1257.8700000000001,1,Loyal Customers
13153,6,1,486.22,0,Premium Customers
13155,33,4,971.76,2,Budget Customers
13157,49,4,1741.22,2,Budget Customers
13158,95,4,1201.06,2,Budget Customers
13159,9,4,1437.85,2,Budget Customers
13160,22,1,91.8,0,Premium Customers
13161,313,1,112.75,1,Loyal Customers
13162,122,4,1688.29,2,Budget Customers
13165,46,2,1021.48,0,Premium Customers
13166,283,1,417.2,1,Loyal Customers
13167,19,4,791.33,2,Budget Customers
13168,36,4,1319.19,2,Budget Customers
13169,64,2,712.88,0,Premium Customers
13170,27,1,116.00999999999999,0,Premium Customers
13171,22,3,468.41,0,Premium Customers
13173,4,2,353.65,0,Premium Customers
13174,16,3,2817.03,2,Budget Customers
13176,46,1,492.84,0,Premium Customers
13177,65,1,282.45,0,Premium Customers
13182,45,1,121.18,0,Premium Customers
13184,15,10,1701.29,3,Inactive Customers
13185,268,1,71.4,1,Loyal Customers
13186,40,3,1575.89,2,Budget Customers
13188,11,1,114.60000000000001,0,Premium Customers
13189,19,2,260.68,0,Premium Customers
13192,95,2,911.94,0,Premium Customers
13193,61,1,117.88,0,Premium Customers
13194,136,1,60.7,0,Premium Customers
13196,11,4,1797.78,2,Budget Customers
13198,10,6,3401.2400000000002,3,Inactive Customers
13200,19,4,870.09,2,Budget Customers
13203,10,4,869.46,2,Budget Customers
13207,15,2,250.26000000000002,0,Premium Customers
13208,59,6,1223.9,2,Budget Customers
13210,94,1,353.48,0,Premium Customers
13211,10,3,1197.42,2,Budget Customers
13212,20,3,788.08,0,Premium Customers
13213,57,5,1520.58,2,Budget Customers
13216,268,1,333.74,1,Loyal Customers
13217,122,3,533.98,0,Premium Customers
13218,127,1,62.63999999999999,0,Premium Customers
13220,78,4,819.2900000000001,2,Budget Customers
13221,240,2,847.41,1,Loyal Customers
13223,200,2,163.20000000000002,1,Loyal Customers
13224,60,2,2155.95,2,Budget Customers
13226,273,1,108.21000000000001,1,Loyal Customers
13227,202,1,257.7,1,Loyal Customers
13228,81,1,358.0,0,Premium Customers
13229,226,1,160.95,1,Loyal Customers
13232,13,7,1357.6,3,Inactive Customers
13233,74,2,605.12,0,Premium Customers
13235,212,1,1031.07,1,Loyal Customers
13236,25,2,744.85,0,Premium Customers
13238,17,4,700.73,2,Budget Customers
13239,262,1,329.56,1,Loyal Customers
13240,96,4,663.65,2,Budget Customers
13242,112,3,270.40000000000003,0,Premium Customers
13243,203,1,600.07,1,Loyal Customers
13244,93,1,121.74000000000001,0,Premium Customers
13245,51,1,430.5,0,Premium Customers
13246,18,6,1987.3,3,Inactive Customers
13247,18,4,501.12,2,Budget Customers
13248,125,2,465.68,0,Premium Customers
13249,92,3,711.41,0,Premium Customers
13253,157,2,1030.4,1,Loyal Customers
13255,9,2,399.51,0,Premium Customers
13258,12,3,698.58,0,Premium Customers
13259,62,1,292.32,0,Premium Customers
13260,61,1,557.62,0,Premium Customers
13261,269,2,944.1,1,Loyal Customers
13262,263,1,200.29,1,Loyal Customers
13265,53,5,2107.66,2,Budget Customers
13268,18,11,3214.69,3,Inactive Customers
13271,37,1,217.38,0,Premium Customers
13272,31,2,276.56,0,Premium Customers
13273,113,1,138.98,0,Premium Customers
13276,64,2,590.9300000000001,0,Premium Customers
13277,16,4,258.4,0,Premium Customers
13278,41,1,542.73,0,Premium Customers
13279,78,1,137.75,0,Premium Customers
13280,122,3,814.86,0,Premium Customers
13282,18,3,1132.14,2,Budget Customers
13283,60,2,93.66,0,Premium Customers
13285,23,4,2709.12,3,Inactive Customers
13291,156,1,361.11,1,Loyal Customers
13292,39,2,578.9399999999999,0,Premium Customers
13294,190,2,873.74,1,Loyal Customers
13296,137,1,87.4,0,Premium Customers
13297,8,4,2089.85,2,Budget Customers
13298,1,1,360.0,0,Premium Customers
13299,268,1,142.5,1,Loyal Customers
13300,169,1,371.89,1,Loyal Customers
13301,104,4,618.09,2,Budget Customers
13302,155,1,63.75,1,Loyal Customers
13305,4,10,2000.86,3,Inactive Customers
13307,120,1,15.0,0,Premium Customers
13308,23,3,1385.51,2,Budget Customers
13309,7,5,1456.79,2,Budget Customers
13310,28,3,1132.03,2,Budget Customers
13311,4,2,598.57,0,Premium Customers
13313,22,5,1555.32,2,Budget Customers
13314,2,3,775.94,0,Premium Customers
13317,66,6,2273.68,3,Inactive Customers
13318,1,3,640.76,0,Premium Customers
13320,78,4,1548.7,2,Budget Customers
13321,72,2,567.36,0,Premium Customers
13322,17,1,199.48000000000002,0,Premium Customers
13323,3,5,787.85,2,Budget Customers
13325,82,1,675.3,0,Premium Customers
13327,39,8,3627.77,3,Inactive Customers
13328,316,1,1308.48,1,Loyal Customers
13329,32,2,789.0,0,Premium Customers
13330,93,3,1140.93,2,Budget Customers
13332,14,1,350.9,0,Premium Customers
13334,82,3,3536.82,3,Inactive Customers
13336,77,1,795.12,0,Premium Customers
13338,158,1,487.02,1,Loyal Customers
13339,201,1,860.12,1,Loyal Customers
13341,261,1,775.85,1,Loyal Customers
13343,178,1,353.43,1,Loyal Customers
13344,68,3,2543.72,2,Budget Customers
13345,288,1,389.5,1,Loyal Customers
13347,70,1,341.36,0,Premium Customers
13348,64,1,233.76,0,Premium Customers
13349,11,1,247.32,0,Premium Customers
13350,16,2,979.12,0,Premium Customers
13351,66,1,373.94,0,Premium Customers
13352,60,1,397.97999999999996,0,Premium Customers
13354,71,1,743.53,0,Premium Customers
13355,122,1,674.7,0,Premium Customers
13356,80,1,768.24,0,Premium Customers
13357,257,1,609.95,1,Loyal Customers
13358,269,1,439.03,1,Loyal Customers
13359,64,1,439.56,0,Premium Customers
13362,9,4,3090.7400000000002,3,Inactive Customers
13363,18,2,992.5,0,Premium Customers
13364,71,1,134.95999999999998,0,Premium Customers
13365,34,2,2225.37,2,Budget Customers
13366,50,1,56.160000000000004,0,Premium Customers
13368,257,2,623.4,1,Loyal Customers
13372,90,1,378.64,0,Premium Customers
13373,61,3,3312.25,3,Inactive Customers
13375,89,1,778.65,0,Premium Customers
13376,99,3,1019.76,2,Budget Customers
13379,26,3,572.56,0,Premium Customers
13381,32,6,3639.31,3,Inactive Customers
13382,281,1,222.99,1,Loyal Customers
13388,131,2,677.1,0,Premium Customers
13389,11,3,797.96,2,Budget Customers
13390,75,1,544.08,0,Premium Customers
13391,204,1,59.8,1,Loyal Customers
13394,2,8,2520.02,3,Inactive Customers
13395,185,1,307.72,1,Loyal Customers
13396,29,2,1360.99,2,Budget Customers
13397,73,5,1544.13,2,Budget Customers
13398,192,1,457.34,1,Loyal Customers
13402,127,2,621.23,0,Premium Customers
13403,18,1,75.0,0,Premium Customers
13404,1,2,252.49,0,Premium Customers
13405,74,3,572.451,0,Premium Customers
13410,24,5,1003.06,2,Budget Customers
13411,107,1,213.55,0,Premium Customers
13414,134,3,1390.5,2,Budget Customers
13416,44,2,712.5,0,Premium Customers
13417,5,2,640.83,0,Premium Customers
13419,64,1,221.06,0,Premium Customers
13420,150,2,159.85,1,Loyal Customers
13421,40,2,1851.08,2,Budget Customers
13422,64,1,2626.3,2,Budget Customers
13425,108,3,1624.21,2,Budget Customers
13426,1,10,3641.32,3,Inactive Customers
13427,19,3,582.6,0,Premium Customers
13428,10,1,218.47,0,Premium Customers
13429,11,4,1006.8,2,Budget Customers
13430,19,2,679.45,0,Premium Customers
13431,67,2,1269.1,2,Budget Customers
13434,74,2,534.24,0,Premium Customers
13436,2,1,196.89,0,Premium Customers
13437,14,7,3408.06,3,Inactive Customers
13439,255,1,283.71,1,Loyal Customers
13441,92,1,296.64,0,Premium Customers
